recording_name,n_beat_rows,n_final_gt_beat_candidates,n_unique_image_signatures,n_repeated_non_first_rows,duplicate_fraction,n_complete_beats,complete_beat_fraction,n_ok_morphology,ok_morphology_fraction,mean_hr_bpm,std_hr_bpm,mean_psv_cm_s,std_psv_cm_s,cv_psv_cm_s,mean_edv_proxy_cm_s,std_edv_proxy_cm_s,mean_ri_calibrated,std_ri_calibrated,mean_cycle_length_px,std_cycle_length_px,calibration_status,analysis_start_s,analysis_end_s,analysis_duration_s
candidate_2,32,32,30,2,0.0625,5,0.15625,5,0.15625,66.34797858321703,3.1564633352441365,22.50258456909229,1.6012235630026637,0.07115731786658736,2.751301925055962,0.3778576588249592,0.8763697435877966,0.024505986403242443,151.46875,7.344009518406932,PASS,1.4026666666666667,33.888,32.48533333333333
candidate_long_quality_test,27,27,24,3,0.1111111111111111,10,0.37037037037037035,10,0.37037037037037035,71.80808739005239,1.8557370208208495,29.458678154152473,0.7501933649825389,0.02546595475387249,2.8665955535167083,0.5198782951488407,0.9025194700314404,0.0183113529226267,139.44444444444446,4.2092693805396575,PASS,0.672,23.28,22.608
