recording_name,audio_beat_id,audio_beat_time_s,audio_beat_time_s_from_anchor,rr_interval_s,hr_bpm,audio_is_valid_final,audio_is_consecutive_final_valid,inside_analysis_segment,frame_time_s,frame_index,frame_path,beat_id,is_complete_beat,beat_quality_reason,selection_score,psv_value_px,first_valley_value_px,secondary_peak_value_px,ri_proxy,psv_cm_s,edv_proxy_cm_s,secondary_peak_cm_s,ri_calibrated,cycle_length_px,time_to_valley_px,time_to_secondary_peak_px,valley_to_psv_ratio,secondary_to_psv_ratio,extraction_baseline,extraction_direction,n_frame_peaks,calibration_status,psv_value_px_round,first_valley_value_px_round,ri_proxy_round,image_candidate_signature,image_signature_reuse_count,first_signature_audio_beat_id,first_signature_audio_time_s,is_reused_image_signature,is_first_image_signature_occurrence,has_calibrated_velocity,has_valid_psv_cm_s,has_valid_ri,is_final_gt_beat_candidate,duplicate_note
candidate_2,2,1.4026666666666667,1.4026666666666667,1.0133333333333334,59.210526315789465,True,False,True,1.4,42,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0002_t1.403s_frame_000042.png,2,False,valley_too_late;missing_secondary_peak,15.230701528330915,104.97025171624563,11.930218246993896,,0.8863466739201168,23.07015283309154,2.621999602652097,,0.8863466739201167,162,124,,0.11365332607988332,,146,above,3,PASS,104.97,11.93,0.8863,candidate_2|2|162|104.97|11.93|0.8863,3,2,1.4026666666666667,True,True,True,True,True,True,first_occurrence_of_reused_image_signature
candidate_2,3,2.3733333333333335,2.3733333333333335,0.9706666666666668,61.8131868131868,True,True,True,2.3666666666666667,71,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0003_t2.373s_frame_000071.png,2,False,valley_too_late;missing_secondary_peak,15.230701528330915,104.97025171624563,11.930218246993896,,0.8863466739201168,23.07015283309154,2.621999602652097,,0.8863466739201167,162,124,,0.11365332607988332,,146,above,3,PASS,104.97,11.93,0.8863,candidate_2|2|162|104.97|11.93|0.8863,3,2,1.4026666666666667,True,False,True,True,True,True,repeated_image_signature
candidate_2,4,3.3493333333333335,3.3493333333333335,0.976,61.47540983606557,True,True,True,3.3333333333333335,100,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0004_t3.349s_frame_000100.png,2,False,valley_too_late;missing_secondary_peak,15.230701528330915,104.97025171624563,11.930218246993896,,0.8863466739201168,23.07015283309154,2.621999602652097,,0.8863466739201167,162,124,,0.11365332607988332,,146,above,3,PASS,104.97,11.93,0.8863,candidate_2|2|162|104.97|11.93|0.8863,3,2,1.4026666666666667,True,False,True,True,True,True,repeated_image_signature
candidate_2,5,4.298666666666667,4.298666666666667,0.9493333333333331,63.202247191011246,True,True,True,4.3,129,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0005_t4.299s_frame_000129.png,2,True,ok,165.23171384351048,105.43085975808931,12.36862222445726,20.1966791928836,0.8826849913503787,23.171384351047788,2.7183511555668716,4.438785923465912,0.8826849913503787,161,41,56.0,0.11731500864962133,0.19156325993380685,146,above,3,PASS,105.43,12.37,0.8827,candidate_2|2|161|105.43|12.37|0.8827,1,5,4.298666666666667,False,True,True,True,True,True,unique_image_signature
candidate_2,6,5.237333333333333,5.237333333333333,0.9386666666666663,63.92045454545457,True,True,True,5.233333333333333,157,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0006_t5.237s_frame_000157.png,1,True,ok,165.23201416128555,105.56750572082223,12.36568008650368,20.115280042834563,0.8828647129429651,23.201416128553618,2.717704538347846,4.420896180406218,0.8828647129429652,161,41,56.0,0.11713528705703485,0.19054423902019887,146,above,3,PASS,105.57,12.37,0.8829,candidate_2|1|161|105.57|12.37|0.8829,1,6,5.237333333333333,False,True,True,True,True,True,unique_image_signature
candidate_2,7,6.176,6.176,0.9386666666666672,63.92045454545451,True,True,True,6.166666666666667,185,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0007_t6.176s_frame_000185.png,1,False,valley_too_late;missing_secondary_peak,15.244018969188526,111.02974828375118,10.250884127314398,,0.9076744360338735,24.401896918852476,2.2529188948763403,,0.9076744360338734,157,141,,0.09232556396612655,,146,above,3,PASS,111.03,10.25,0.9077,candidate_2|1|157|111.03|10.25|0.9077,1,7,6.176,False,True,True,True,True,True,unique_image_signature
candidate_2,8,7.125333333333334,7.125333333333334,0.9493333333333336,63.20224719101122,True,True,True,7.133333333333334,214,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0008_t7.125s_frame_000214.png,2,False,valley_too_late;missing_secondary_peak,15.243329962618475,110.71624713958647,10.365759118292617,,0.9063754472708608,24.332996261847484,2.278165891575286,,0.906375447270861,156,137,,0.09362455272913917,,146,above,3,PASS,110.72,10.37,0.9064,candidate_2|2|156|110.72|10.37|0.9064,1,8,7.125333333333334,False,True,True,True,True,True,unique_image_signature
candidate_2,9,8.085333333333333,8.085333333333333,0.9599999999999991,62.50000000000006,True,True,True,8.1,243,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0009_t8.085s_frame_000243.png,1,False,valley_too_late;missing_secondary_peak,15.241071831596924,109.68878718535309,9.548358473824317,,0.9129504599436457,24.1071831596924,2.0985192061055136,,0.9129504599436457,156,137,,0.0870495400563543,,146,above,3,PASS,109.69,9.55,0.913,candidate_2|1|156|109.69|9.55|0.913,1,9,8.085333333333333,False,True,True,True,True,True,unique_image_signature
candidate_2,10,9.034666666666666,9.034666666666666,0.9493333333333336,63.20224719101122,True,True,True,9.033333333333333,271,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0010_t9.035s_frame_000271.png,1,False,valley_too_late;missing_secondary_peak,15.236698543805584,107.69892121608213,10.686218652220582,,0.9007769202183535,23.66985438055845,2.348595849622107,,0.9007769202183534,158,139,,0.09922307978164653,,146,above,3,PASS,107.7,10.69,0.9008,candidate_2|1|158|107.7|10.69|0.9008,1,10,9.034666666666666,False,True,True,True,True,True,unique_image_signature
candidate_2,11,9.973333333333333,9.973333333333333,0.9386666666666663,63.92045454545457,True,True,True,9.966666666666667,299,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0011_t9.973s_frame_000299.png,2,False,valley_too_late;missing_secondary_peak,15.253479697566439,115.3344230140553,12.756905851585296,,0.8893920347611166,25.34796975664385,2.803687357719129,,0.8893920347611167,158,129,,0.11060796523888335,,146,above,3,PASS,115.33,12.76,0.8894,candidate_2|2|158|115.33|12.76|0.8894,1,11,9.973333333333333,False,True,True,True,True,True,unique_image_signature
