beat_id,is_complete_beat,beat_quality_reason,psv_local,psv_global,psv_value_px,next_psv_local,next_psv_global,first_valley_local,first_valley_global,first_valley_value_px,secondary_peak_local,secondary_peak_global,secondary_peak_value_px,cycle_length_px,time_to_valley_px,time_to_secondary_peak_px,valley_to_psv_ratio,secondary_to_psv_ratio,ri_proxy,recording_name,audio_beat_id,audio_beat_time_s,frame_time_s,frame_index,frame_path,extraction_baseline,extraction_direction,n_frame_peaks,slope_cm_s_per_px,baseline_y_global,calibration_status,cm_s_per_px,psv_cm_s,edv_proxy_cm_s,secondary_peak_cm_s,ri_calibrated
2,False,valley_too_late;missing_secondary_peak,146,156,96.82870219025675,285,295,266,276,10.80648990898297,,,,139,120,,0.11160420066097258,,0.8883957993390275,candidate_2,27,23.968,23.966666666666665,719,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0027_t23.968s_frame_000719.png,146,above,4,-0.21977800811085518,376.0,PASS,0.21977800811085518,21.280819295333828,2.375028826866334,,0.8883957993390273
3,False,valley_too_late;missing_secondary_peak,285,295,94.97875122588938,426,436,409,419,11.511844829464975,,,,141,124,,0.121204423946217,,0.878795576053783,candidate_2,27,23.968,23.966666666666665,719,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0027_t23.968s_frame_000719.png,146,above,4,-0.21977800811085518,376.0,PASS,0.21977800811085518,20.874240757282415,2.5300503263010596,,0.8787955760537831
1,False,valley_too_late;missing_secondary_peak,1,11,96.69847543760594,141,151,122,132,12.351847008826368,,,,140,121,,0.12773569544843877,,0.8722643045515612,candidate_2,28,24.842666666666666,24.833333333333332,745,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0028_t24.843s_frame_000745.png,146,above,4,-0.21977800811085518,376.0,PASS,0.21977800811085518,21.25219831903349,2.714664332089884,,0.8722643045515611
2,False,valley_too_late;missing_secondary_peak,141,151,95.56292906178349,282,292,265,275,11.40592786313611,,,,141,124,,0.11935515136588093,,0.8806448486341191,candidate_2,28,24.842666666666666,24.833333333333332,745,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0028_t24.843s_frame_000745.png,146,above,4,-0.21977800811085518,376.0,PASS,0.21977800811085518,21.002630198437732,2.506772106416157,,0.8806448486341191
3,False,valley_too_late;missing_secondary_peak,282,292,102.4380516508649,429,439,408,418,11.938033489520835,,,,147,126,,0.11653905259940621,,0.8834609474005938,candidate_2,28,24.842666666666666,24.833333333333332,745,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0028_t24.843s_frame_000745.png,146,above,4,-0.21977800811085518,376.0,PASS,0.21977800811085518,22.51363094658399,2.623717221087571,,0.8834609474005938
1,False,valley_too_late;missing_secondary_peak,140,150,98.03170970905377,282,292,252,262,13.15277323744124,,,,142,112,,0.1341685590966135,,0.8658314409033865,candidate_2,30,26.613333333333333,26.6,798,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0030_t26.613s_frame_000798.png,146,above,3,-0.21977800811085518,376.0,PASS,0.21977800811085518,21.54521389155742,2.8906903032585998,,0.8658314409033866
2,True,ok,282,292,88.49231775089775,426,436,319,329,13.90748610657052,332.0,342.0,27.125858123569397,144,37,50.0,0.157160377985799,0.30653348011437076,0.842839622014201,candidate_2,30,26.613333333333333,26.6,798,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0030_t26.613s_frame_000798.png,146,above,3,-0.21977800811085518,376.0,PASS,0.21977800811085518,19.44866532840518,3.0565595943314614,5.961667066695742,0.842839622014201
1,False,valley_too_late;missing_secondary_peak,122,132,91.89016018306499,267,277,230,240,15.099415836377096,,,,145,108,,0.16432026896346472,,0.8356797310365354,candidate_2,33,29.333333333333332,29.333333333333332,880,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0033_t29.333s_frame_000880.png,146,above,3,-0.21977800811085518,376.0,PASS,0.21977800811085518,20.19543637002144,3.318519536156461,,0.8356797310365353
2,True,ok,267,277,88.5339980385734,420,430,304,314,16.137393879956562,317.0,327.0,21.987126908179217,153,37,50.0,0.18227341176804934,0.24834670742644696,0.8177265882319507,candidate_2,33,29.333333333333332,29.333333333333332,880,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0033_t29.333s_frame_000880.png,146,above,3,-0.21977800811085518,376.0,PASS,0.21977800811085518,19.457825739008022,3.5466442830371583,4.832286955960214,0.8177265882319507
1,True,ok,111,121,84.20398823144698,265,275,148,158,16.108150811811882,162.0,172.0,22.071646507572957,154,37,51.0,0.19129914330822753,0.26212115329865143,0.8087008566917725,candidate_2,34,30.256,30.266666666666666,908,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0034_t30.256s_frame_000908.png,146,above,3,-0.21977800811085518,376.0,PASS,0.21977800811085518,18.50618480849731,3.5402172997692705,4.850862505161298,0.8087008566917724
2,False,valley_too_late;missing_secondary_peak,265,275,89.38868911408824,420,430,399,409,13.5091533180777,,,,155,134,,0.15112821825629133,,0.8488717817437087,candidate_2,34,30.256,30.266666666666666,908,D:\code\DopplerLab\beat_frames\candidate_2\candidate_2_beat_0034_t30.256s_frame_000908.png,146,above,3,-0.21977800811085518,376.0,PASS,0.21977800811085518,19.645668041134797,2.9690148075112672,,0.8488717817437086
